0,100
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,98
9,96
10,95
11,85
12,105
13,111
14,100
15,104
16,105
17,90
18,85
19,96
20,100
21,100
22,122
23,102
24,95
25,94
26,102
27,85
28,98
29,107
30,111
31,91
32,103
33,96
34,96
35,90
36,112
37,96
38,102
39,105
40,108
41,89
42,105
43,100
44,104
45,90
46,107
47,98
48,101
49,97
50,100
51,95
52,100
53,98
54,100
55,100
56,108
57,98
58,96
59,97
60,100
61,95
62,96
63,103
64,102
65,96
66,100
67,97
68,103
69,97
70,100
71,100
72,100
73,102
74,97
75,98
76,103
77,99
78,105
79,95
80,98
81,100
82,103
83,104
84,105
85,105
86,90
87,106
88,93
89,89
90,99
91,106
92,101
93,106
94,100
95,99
96,90
97,105
98,96
99,101
100,103
101,107
102,89
103,100
104,106
105,100
106,89
107,109
108,97
109,95
110,100
111,107
112,96
113,95
114,107
115,93
116,100
117,107
118,93
119,92
120,102
121,101
122,92
123,107
124,107
125,96
126,96
127,101
128,91
129,93
130,100
131,105
132,96
133,101
134,110
135,88
136,98
137,99
138,103
139,96
140,101
141,103
142,99
143,95
144,104
145,97
146,100
147,102
148,103
149,95
150,107
151,100
152,94
153,95
154,97
155,96
156,100
157,100
158,107
159,102
160,100
161,99
162,100
163,99
164,99
165,100
166,100
167,100
168,103
169,96
170,103
171,99
172,100
173,97
174,100
175,99
176,99
177,100
178,100
179,101
180,97
181,96
182,99
183,100
184,96
185,110
186,103
187,100
188,94
189,92
190,95
191,96
192,94
193,107
194,110
195,103
196,100
197,97
198,94
199,100
200,96
201,105
202,107
203,102
204,98
205,96
206,97
207,99
208,97
209,107
210,104
211,103
212,96
213,99
214,97
215,99
216,100
217,108
218,108
219,92
220,99
221,95
222,97
223,92
224,100
225,99
226,109
227,98
228,110
229,100
230,91
231,86
232,103
233,104
234,100
235,99
236,112
237,96
238,93
239,106
240,101
241,96
242,98
243,100
244,100
245,97
246,100
247,94
248,100
249,106
250,93
251,93
252,103
253,107
254,95
255,101
256,111
257,99
258,91
259,100
260,100
261,98
262,103
263,100
264,105
265,98
266,100
267,100
268,95
269,106
270,98
271,97
272,101
273,106
274,94
275,103
276,96
277,103
278,87
279,94
280,97
281,101
282,96
283,105
284,101
285,105
286,92
287,106
288,104
289,97
290,91
291,100
292,112
293,103
294,107
295,110
296,104
297,90
298,92
299,93
300,98
301,100
302,116
303,101
304,97
305,100
306,96
307,85
308,101
309,105
310,108
311,95
312,106
313,99
314,92
315,94
316,110
317,96
318,100
319,103
320,103
321,92
322,104
323,100
324,100
325,92
326,96
327,93
328,96
329,100
330,106
331,103
332,100
333,98
334,93
335,96
336,97
337,105
338,101
339,103
340,98
341,100
342,93
343,101
344,98
345,104
346,100
347,101
348,94
349,100
350,93
351,103
352,96
353,105
354,99
355,100
356,89
357,103
358,101
359,110
360,103
361,96
362,97
363,101
364,91
365,92
366,107
367,106
368,99
369,107
370,104
371,95
372,89
373,103
374,100
375,96
376,103
377,106
378,90
379,104
380,94
381,100
382,97
383,100
384,92
385,102
386,103
387,104
388,100
389,106
390,99
391,96
392,89
393,100
394,107
395,113
396,103
397,103
398,94
399,96
400,90
401,94
402,95
403,111
404,113
405,100
406,99
407,100
408,95
409,88
410,103
411,106
412,109
413,100
414,103
415,92
416,100
417,94
418,103
419,100
420,107
421,102
422,104
423,89
424,104
425,96
426,100
427,97
428,106
429,96
430,96
431,96
432,102
433,93
434,104
435,103
436,103
437,92
438,103
439,90
440,93
441,100
442,105
443,96
444,106
445,103
446,96
447,91
448,103
449,100
450,101
451,100
452,107
453,100
454,93
455,100
456,97
457,97
458,102
459,103
460,101
461,100
462,103
463,104
464,103
465,107
466,100
467,93
468,89
469,96
470,94
471,97
472,107
473,111
474,97
475,97
476,96
477,100
478,92
479,101
480,103
481,103
482,98
483,99
484,94
485,97
486,98
487,100
488,100
489,104
490,99
491,100
492,94
493,100
494,100
495,100
496,103
497,100
498,108
499,104
500,105
501,92
502,99
503,96
504,99
505,95
506,108
507,100
508,107
509,100
510,98
511,90
512,103
513,102
514,94
515,99
516,100
517,97
518,96
519,104
520,103
521,98
522,103
523,95
524,96
525,107
526,110
527,92
528,106
529,107
530,91
531,92
532,107
533,100
534,93
535,102
536,105
537,94
538,96
539,104
540,96
541,103
542,107
543,98
544,96
545,100
546,97
547,98
548,100
549,104
550,108
551,101
552,96
553,99
554,103
555,88
556,97
557,105
558,106
559,96
560,100
561,104
562,96
563,86
564,87
565,125
566,103
567,94
568,122
569,128
570,110
571,90
572,115
573,96
574,85
575,122
576,109
577,100
578,97
579,117
580,92
581,100
582,95
583,104
584,85
585,92
586,101
587,103
588,109
589,100
590,90
591,99
592,92
593,95
594,98
595,117
596,110
597,99
598,85
599,103
600,83
601,114
602,107
603,121
604,72
605,106
606,80
607,100
608,91
609,121
610,85
611,107
612,93
613,105
614,83
615,108
616,100
617,94
618,92
619,105
620,97
621,102
622,102
623,104
624,90
625,98
626,98
627,105
628,100
629,113
630,96
631,89
632,89
633,110
634,107
635,111
636,114
637,117
638,87
639,84
640,92
641,118
642,96
643,100
644,112
645,105
646,78
647,96
648,111
649,110
650,110
651,107
652,89
653,85
654,97
655,96
656,103
657,112
658,110
659,94
660,85
661,100
662,98
663,93
664,107
665,116
666,96
667,95
668,98
669,100
670,86
671,101
672,110
673,93
674,86
675,114
676,85
677,102
678,88
679,112
680,85
681,125
682,99
683,100
684,78
685,119
686,72
687,88
688,91
689,126
690,80
691,98
692,90
693,107
694,69
695,97
696,103
697,119
698,104
699,94
700,87
701,106
702,100
703,96
704,102
705,126
706,99
707,92
708,97
709,117
710,93
711,92
712,88
713,117
714,101
715,103
716,93
717,107
718,96
719,96
720,87
721,116
722,112
723,96
724,92
725,100
726,102
727,85
728,92
729,123
730,110
731,93
732,89
733,100
734,100
735,88
736,100
737,118
738,98
739,101
740,99
741,100
742,96
743,100
744,111
745,107
746,110
747,91
748,87
749,92
750,96
751,98
752,108
753,108
754,108
755,88
756,90
757,93
758,100
759,102
760,109
761,106
762,106
763,92
764,88
765,96
766,103
767,104
768,103
769,107
770,116
771,75
772,89
773,125
774,114
775,104
776,105
777,104
778,100
779,103
780,100
781,114
782,100
783,100
784,71
785,134
786,84
787,83
788,85
789,128
790,75
791,92
792,86
793,117
794,90
795,95
796,91
797,103
798,102
799,81
800,99
801,109
802,109
803,94
804,89
805,111
806,102
807,94
808,100
809,109
810,103
811,96
812,90
813,115
814,107
815,109
816,96
817,114
818,102
819,95
820,80
821,120
822,112
823,93
824,91
825,84
826,111
827,79
828,120
829,89
830,90
831,104
832,114
833,72
834,91
